epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,11916.5,1.48966,1.24558,1.449,0.66525,0.5799,0.6036,0.34975,1.53673,1.1321,1.3864,0.000740704,0.000740704,0.000740704
103,12032.8,1.49077,1.23895,1.43976,0.73224,0.57688,0.62899,0.36462,1.51498,1.10884,1.37869,0.000737037,0.000737037,0.000737037
104,12149.6,1.48912,1.2486,1.44581,0.65491,0.58385,0.60509,0.35847,1.53,1.14504,1.38367,0.000733371,0.000733371,0.000733371
105,12266,1.4822,1.22142,1.43025,0.69651,0.57086,0.607,0.35498,1.55333,1.16047,1.38927,0.000729705,0.000729705,0.000729705
106,12383,1.50403,1.23311,1.44035,0.68969,0.56737,0.60802,0.35537,1.52609,1.12258,1.37816,0.000726038,0.000726038,0.000726038
107,12499.3,1.47648,1.21613,1.43929,0.68489,0.57362,0.61999,0.35902,1.53586,1.11784,1.38309,0.000722372,0.000722372,0.000722372
108,12616.1,1.4807,1.23547,1.43611,0.65404,0.58484,0.6154,0.36055,1.54014,1.13388,1.39448,0.000718706,0.000718706,0.000718706
109,12732.8,1.46437,1.20323,1.4261,0.70154,0.5858,0.62964,0.36432,1.54266,1.10423,1.38841,0.00071504,0.00071504,0.00071504
110,12849.6,1.48575,1.22155,1.44304,0.6677,0.56638,0.60644,0.35168,1.55721,1.13661,1.40564,0.000711373,0.000711373,0.000711373
111,12967,1.46256,1.18836,1.41391,0.67518,0.57584,0.60752,0.35546,1.54716,1.14853,1.39329,0.000707707,0.000707707,0.000707707
112,13082.9,1.50054,1.23514,1.45419,0.6322,0.60432,0.61405,0.35096,1.56027,1.14851,1.41049,0.000704041,0.000704041,0.000704041
113,13199.2,1.48333,1.22149,1.43894,0.65142,0.62416,0.62563,0.35901,1.52966,1.11755,1.38451,0.000700374,0.000700374,0.000700374
114,13315.6,1.44663,1.18769,1.40806,0.64746,0.59134,0.6146,0.35982,1.53851,1.12532,1.38046,0.000696708,0.000696708,0.000696708
115,13432.1,1.46103,1.19492,1.42442,0.68008,0.58508,0.61732,0.36488,1.54058,1.09707,1.3969,0.000693042,0.000693042,0.000693042
116,13548.6,1.4524,1.19911,1.41147,0.664,0.59441,0.6047,0.35481,1.53519,1.11357,1.38824,0.000689376,0.000689376,0.000689376
117,13665.2,1.46809,1.20208,1.4255,0.6957,0.59565,0.61831,0.35664,1.53681,1.1224,1.38582,0.000685709,0.000685709,0.000685709
118,13781.4,1.443,1.1772,1.41727,0.66556,0.57445,0.6084,0.35555,1.53576,1.11141,1.38786,0.000682043,0.000682043,0.000682043
119,13898.2,1.45951,1.19453,1.41754,0.67986,0.58491,0.6152,0.35521,1.54089,1.13629,1.39463,0.000678377,0.000678377,0.000678377
120,14015.1,1.46196,1.21211,1.43179,0.65772,0.59399,0.61379,0.35621,1.54016,1.11537,1.39879,0.00067471,0.00067471,0.00067471
121,14131.7,1.44597,1.18849,1.41424,0.69015,0.54036,0.58999,0.34746,1.55955,1.15548,1.40143,0.000671044,0.000671044,0.000671044
122,14247.3,1.43268,1.17607,1.41513,0.69389,0.58695,0.62,0.36416,1.53986,1.10254,1.40477,0.000667378,0.000667378,0.000667378
123,14363.3,1.46362,1.1688,1.41292,0.73423,0.59533,0.64021,0.37184,1.51252,1.06813,1.37376,0.000663711,0.000663711,0.000663711
124,14478.3,1.44032,1.17827,1.41317,0.726,0.60463,0.63782,0.36699,1.5411,1.09801,1.39747,0.000660045,0.000660045,0.000660045
125,14594.3,1.43015,1.16919,1.41194,0.73267,0.57635,0.6256,0.36598,1.52429,1.0945,1.3826,0.000656379,0.000656379,0.000656379
126,14711.3,1.46124,1.18494,1.40104,0.69759,0.60025,0.63562,0.36838,1.51137,1.10228,1.37256,0.000652712,0.000652712,0.000652712
127,14827.3,1.43185,1.18187,1.41664,0.67102,0.59901,0.61421,0.35906,1.5354,1.10075,1.39,0.000649046,0.000649046,0.000649046
128,14943.8,1.43669,1.1758,1.41333,0.68665,0.59203,0.62047,0.3621,1.54117,1.10553,1.40664,0.00064538,0.00064538,0.00064538
129,15060.3,1.42749,1.15857,1.40709,0.66966,0.59321,0.62502,0.37018,1.52877,1.0998,1.38443,0.000641714,0.000641714,0.000641714
130,15177,1.41607,1.14996,1.39952,0.70579,0.57232,0.61347,0.35975,1.52536,1.12072,1.38764,0.000638047,0.000638047,0.000638047
131,15293.3,1.41727,1.16524,1.41513,0.75357,0.56689,0.61998,0.36816,1.51906,1.11581,1.39126,0.000634381,0.000634381,0.000634381
132,15410.7,1.44625,1.17012,1.40769,0.70896,0.57054,0.60065,0.35629,1.56159,1.12634,1.41815,0.000630715,0.000630715,0.000630715
133,15527.5,1.43487,1.17431,1.41412,0.71572,0.56467,0.61128,0.36314,1.53533,1.11292,1.40595,0.000627048,0.000627048,0.000627048
134,15643,1.4225,1.15462,1.40352,0.70915,0.56434,0.61082,0.36005,1.5189,1.09057,1.38574,0.000623382,0.000623382,0.000623382
135,15758.6,1.43429,1.16615,1.40386,0.70337,0.55509,0.60539,0.35917,1.52648,1.12518,1.38653,0.000619716,0.000619716,0.000619716
136,15873.3,1.40993,1.1333,1.40416,0.68364,0.61558,0.63794,0.37535,1.52129,1.07806,1.384,0.000616049,0.000616049,0.000616049
137,15988.7,1.42302,1.13492,1.38414,0.64749,0.58338,0.60483,0.36612,1.52564,1.12459,1.39144,0.000612383,0.000612383,0.000612383
138,16104.5,1.41297,1.14715,1.39557,0.66905,0.57345,0.58689,0.35194,1.55405,1.11489,1.42238,0.000608717,0.000608717,0.000608717
139,16220.9,1.40529,1.10632,1.36909,0.7121,0.57561,0.61611,0.36497,1.52904,1.11217,1.39711,0.000605051,0.000605051,0.000605051
140,16338,1.40116,1.11597,1.37243,0.70461,0.58155,0.61777,0.37212,1.54041,1.09831,1.40545,0.000601384,0.000601384,0.000601384
141,16454.4,1.38836,1.12005,1.37141,0.70722,0.59169,0.63492,0.37337,1.51156,1.08559,1.38253,0.000597718,0.000597718,0.000597718
142,16571,1.41108,1.127,1.38844,0.73039,0.56383,0.61829,0.36892,1.51567,1.06985,1.38288,0.000594052,0.000594052,0.000594052
143,16686.9,1.40213,1.12429,1.39562,0.70746,0.57428,0.60946,0.35439,1.53968,1.10746,1.40447,0.000590385,0.000590385,0.000590385
144,16803.9,1.40935,1.13736,1.39096,0.7032,0.58188,0.62768,0.36811,1.51079,1.08277,1.3796,0.000586719,0.000586719,0.000586719
145,16920.6,1.40931,1.13205,1.38987,0.74179,0.57806,0.63538,0.37418,1.52857,1.07038,1.39309,0.000583053,0.000583053,0.000583053
146,17037.3,1.39413,1.09123,1.36715,0.69126,0.606,0.63616,0.37421,1.52062,1.08175,1.3877,0.000579386,0.000579386,0.000579386
147,17153.5,1.39954,1.12129,1.38929,0.72657,0.58496,0.63276,0.37449,1.50943,1.06508,1.37596,0.00057572,0.00057572,0.00057572
148,17269.5,1.40273,1.11634,1.38611,0.68287,0.58606,0.62549,0.37109,1.52209,1.07297,1.38809,0.000572054,0.000572054,0.000572054
149,17385.4,1.39909,1.09708,1.37328,0.68987,0.59375,0.62674,0.37933,1.50555,1.07058,1.37167,0.000568388,0.000568388,0.000568388
150,17502,1.40991,1.11386,1.37806,0.70325,0.62508,0.64489,0.37898,1.49954,1.04347,1.37081,0.000564721,0.000564721,0.000564721
151,17618.9,1.39723,1.10081,1.36238,0.7447,0.58768,0.62733,0.37265,1.52122,1.06515,1.37411,0.000561055,0.000561055,0.000561055
152,17735.9,1.39928,1.10053,1.36752,0.71764,0.619,0.64454,0.37428,1.51496,1.06428,1.38339,0.000557389,0.000557389,0.000557389
153,17853.2,1.41658,1.10583,1.37112,0.69616,0.60099,0.62864,0.37441,1.51121,1.06604,1.37313,0.000553722,0.000553722,0.000553722
154,17969.9,1.35454,1.07211,1.35117,0.69278,0.59244,0.62819,0.37069,1.51692,1.07038,1.39327,0.000550056,0.000550056,0.000550056
155,18086.9,1.38783,1.10851,1.37584,0.73195,0.57612,0.62404,0.37228,1.51209,1.06425,1.37793,0.00054639,0.00054639,0.00054639
156,18203.6,1.41589,1.11948,1.37436,0.72761,0.58448,0.62918,0.37452,1.50049,1.07573,1.37278,0.000542723,0.000542723,0.000542723
157,18319.2,1.36559,1.07421,1.35812,0.70433,0.60561,0.63689,0.37838,1.4865,1.05084,1.3585,0.000539057,0.000539057,0.000539057
158,18435.7,1.39031,1.09404,1.36542,0.72154,0.58592,0.62423,0.37556,1.51093,1.06626,1.37805,0.000535391,0.000535391,0.000535391
159,18551.5,1.35107,1.0577,1.34877,0.75047,0.59456,0.63505,0.37571,1.49699,1.07339,1.3678,0.000531725,0.000531725,0.000531725
160,18668.1,1.39412,1.09549,1.37113,0.73499,0.58356,0.62991,0.37384,1.50045,1.04541,1.37891,0.000528058,0.000528058,0.000528058
161,18784.4,1.3705,1.06276,1.36177,0.74061,0.59652,0.63214,0.37744,1.4843,1.04639,1.37468,0.000524392,0.000524392,0.000524392
162,18901,1.35825,1.068,1.36119,0.70264,0.60098,0.62579,0.36815,1.51909,1.06106,1.39827,0.000520726,0.000520726,0.000520726
163,19017.7,1.35583,1.08202,1.35975,0.74774,0.59779,0.64823,0.38505,1.49231,1.04484,1.37482,0.000517059,0.000517059,0.000517059
164,19134.5,1.36879,1.08373,1.35046,0.7085,0.59683,0.62448,0.3719,1.5022,1.05093,1.37333,0.000513393,0.000513393,0.000513393
165,19251.2,1.38893,1.08717,1.37196,0.74215,0.59688,0.6392,0.37991,1.48744,1.03024,1.37205,0.000509727,0.000509727,0.000509727
166,19367.8,1.36721,1.06573,1.35945,0.70953,0.60057,0.64067,0.38204,1.49422,1.05057,1.37814,0.00050606,0.00050606,0.00050606
167,19484.4,1.37952,1.10659,1.37578,0.67277,0.61394,0.6224,0.37292,1.52633,1.07071,1.4019,0.000502394,0.000502394,0.000502394
